Survived,Pclass,Sex,SibSp,Parch,Fare,Embarked,CabinLetter,Title,Age
0,3,male,1,0,7.25,S,NoCabin,Mr.,22.0
1,1,female,1,0,71.2833,C,C,Mrs.,38.0
1,3,female,0,0,7.925,S,NoCabin,Miss.,26.0
1,1,female,1,0,53.1,S,C,Mrs.,35.0
0,3,male,0,0,8.05,S,NoCabin,Mr.,35.0
0,1,male,0,0,51.8625,S,E,Mr.,54.0
0,3,male,3,1,21.075,S,NoCabin,Master.,2.0
1,3,female,0,2,11.1333,S,NoCabin,Mrs.,27.0
1,2,female,1,0,30.0708,C,NoCabin,Mrs.,14.0
1,3,female,1,1,16.7,S,G,Miss.,4.0
1,1,female,0,0,26.55,S,C,Miss.,58.0
0,3,male,0,0,8.05,S,NoCabin,Mr.,20.0
0,3,male,1,5,31.275,S,NoCabin,Mr.,39.0
0,3,female,0,0,7.8542,S,NoCabin,Miss.,14.0
1,2,female,0,0,16.0,S,NoCabin,Mrs.,55.0
0,3,male,4,1,29.125,Q,NoCabin,Master.,2.0
0,3,female,1,0,18.0,S,NoCabin,Mrs.,31.0
0,2,male,0,0,26.0,S,NoCabin,Mr.,35.0
1,2,male,0,0,13.0,S,D,Mr.,34.0
1,3,female,0,0,8.0292,Q,NoCabin,Miss.,15.0
1,1,male,0,0,35.5,S,A,Mr.,28.0
0,3,female,3,1,21.075,S,NoCabin,Miss.,8.0
1,3,female,1,5,31.3875,S,NoCabin,Mrs.,38.0
0,1,male,3,2,263.0,S,C,Mr.,19.0
0,1,male,0,0,27.7208,C,NoCabin,Misc.,40.0
0,2,male,0,0,10.5,S,NoCabin,Mr.,66.0
0,1,male,1,0,82.1708,C,NoCabin,Mr.,28.0
0,1,male,1,0,52.0,S,NoCabin,Mr.,42.0
0,3,male,0,0,8.05,S,NoCabin,Mr.,21.0
0,3,female,2,0,18.0,S,NoCabin,Miss.,18.0
1,3,female,1,0,11.2417,C,NoCabin,Miss.,14.0
0,3,female,1,0,9.475,S,NoCabin,Mrs.,40.0
0,2,female,1,0,21.0,S,NoCabin,Mrs.,27.0
1,2,female,1,2,41.5792,C,NoCabin,Miss.,3.0
1,3,female,0,0,7.8792,Q,NoCabin,Miss.,19.0
0,3,female,1,0,17.8,S,NoCabin,Mrs.,18.0
0,3,male,4,1,39.6875,S,NoCabin,Master.,7.0
0,3,male,0,0,7.8,S,NoCabin,Mr.,21.0
1,1,female,1,0,76.7292,C,D,Mrs.,49.0
1,2,female,1,0,26.0,S,NoCabin,Mrs.,29.0
0,1,male,0,1,61.9792,C,B,Mr.,65.0
1,2,female,0,0,10.5,S,NoCabin,Miss.,21.0
0,3,male,0,0,7.2292,C,NoCabin,Mr.,28.5
1,2,female,1,2,27.75,S,NoCabin,Miss.,5.0
0,3,male,5,2,46.9,S,NoCabin,Master.,11.0
0,3,male,0,0,7.2292,C,NoCabin,Mr.,22.0
1,1,female,0,0,80.0,S,B,Miss.,38.0
0,1,male,1,0,83.475,S,C,Mr.,45.0
0,3,male,3,2,27.9,S,NoCabin,Master.,4.0
1,2,female,0,0,10.5,S,F,Mrs.,29.0
0,3,male,0,0,8.1583,S,NoCabin,Mr.,19.0
1,3,female,4,2,7.925,S,NoCabin,Miss.,17.0
0,3,male,2,0,8.6625,S,NoCabin,Mr.,26.0
0,2,male,0,0,10.5,S,NoCabin,Mr.,32.0
0,3,female,5,2,46.9,S,NoCabin,Miss.,16.0
0,2,male,0,0,73.5,S,NoCabin,Mr.,21.0
0,3,male,1,0,14.4542,C,NoCabin,Mr.,26.0
1,3,male,0,0,56.4958,S,NoCabin,Mr.,32.0
0,3,male,0,0,7.65,S,F,Mr.,25.0
1,2,male,0,2,29.0,S,NoCabin,Master.,0.83
1,3,female,0,0,12.475,S,NoCabin,Miss.,30.0
0,3,male,0,0,9.0,S,NoCabin,Mr.,22.0
1,3,male,0,0,9.5,S,NoCabin,Mr.,29.0
0,1,male,0,0,47.1,S,NoCabin,Mr.,28.0
1,2,female,0,0,10.5,S,NoCabin,Miss.,17.0
1,3,female,3,0,15.85,S,NoCabin,Mrs.,33.0
0,3,male,1,3,34.375,S,NoCabin,Mr.,16.0
1,1,female,3,2,263.0,S,C,Miss.,23.0
0,3,male,0,0,8.05,S,NoCabin,Mr.,24.0
0,3,male,0,0,8.05,S,NoCabin,Mr.,29.0
0,3,male,0,0,7.8542,S,NoCabin,Mr.,20.0
0,1,male,1,0,61.175,S,E,Mr.,46.0
0,3,male,1,2,20.575,S,NoCabin,Mr.,26.0
0,3,male,0,0,7.25,S,NoCabin,Mr.,59.0
0,1,male,0,0,34.6542,C,A,Mr.,71.0
1,1,male,0,1,63.3583,C,D,Mr.,23.0
1,2,female,0,1,23.0,S,NoCabin,Mrs.,34.0
0,2,male,1,0,26.0,S,NoCabin,Mr.,34.0
0,3,female,0,0,7.8958,S,NoCabin,Miss.,28.0
0,1,male,0,1,77.2875,S,D,Mr.,21.0
0,3,male,0,0,8.6542,S,NoCabin,Mr.,33.0
0,3,male,2,0,7.925,S,NoCabin,Mr.,37.0
0,3,male,0,0,7.8958,S,NoCabin,Mr.,28.0
1,3,female,0,0,7.65,S,NoCabin,Miss.,21.0
0,3,male,0,0,7.8958,S,NoCabin,Mr.,38.0
0,1,male,0,0,52.0,S,C,Mr.,47.0
0,3,female,1,0,14.4542,C,NoCabin,Miss.,14.5
0,3,male,0,0,8.05,S,NoCabin,Mr.,22.0
0,3,female,1,0,9.825,S,NoCabin,Miss.,20.0
0,3,female,0,0,14.4583,C,NoCabin,Miss.,17.0
0,3,male,0,0,7.925,S,NoCabin,Mr.,21.0
0,3,male,0,0,7.75,Q,NoCabin,Mr.,70.5
0,2,male,1,0,21.0,S,NoCabin,Mr.,29.0
0,1,male,0,1,247.5208,C,B,Mr.,24.0
0,3,female,4,2,31.275,S,NoCabin,Miss.,2.0
0,2,male,2,0,73.5,S,NoCabin,Mr.,21.0
0,2,male,1,0,30.0708,C,NoCabin,Mr.,32.5
1,2,female,0,0,13.0,S,E,Miss.,32.5
0,1,male,0,1,77.2875,S,D,Mr.,54.0
1,3,male,1,0,11.2417,C,NoCabin,Master.,12.0
1,3,male,0,0,7.1417,S,NoCabin,Mr.,24.0
0,3,male,0,0,6.975,S,NoCabin,Mr.,45.0
0,3,male,0,0,7.8958,C,NoCabin,Mr.,33.0
0,3,male,0,0,7.05,S,NoCabin,Mr.,20.0
0,3,female,1,0,14.5,S,NoCabin,Mrs.,47.0
1,2,female,1,0,26.0,S,NoCabin,Mrs.,29.0
0,2,male,0,0,13.0,S,NoCabin,Mr.,25.0
0,2,male,0,0,15.0458,C,NoCabin,Mr.,23.0
1,1,female,0,2,26.2833,S,D,Miss.,19.0
0,1,male,1,0,53.1,S,C,Mr.,37.0
0,3,male,0,0,9.2167,S,NoCabin,Mr.,16.0
0,1,male,0,0,79.2,C,B,Mr.,24.0
1,3,female,0,0,7.75,S,NoCabin,Miss.,22.0
1,3,female,1,0,15.85,S,NoCabin,Mrs.,24.0
0,3,male,0,0,6.75,Q,NoCabin,Mr.,19.0
0,2,male,0,0,11.5,S,NoCabin,Mr.,18.0
0,2,male,1,1,36.75,S,NoCabin,Mr.,19.0
1,3,male,0,0,7.7958,S,NoCabin,Mr.,27.0
0,3,female,2,2,34.375,S,NoCabin,Miss.,9.0
0,2,male,0,2,26.0,S,F,Mr.,36.5
0,2,male,0,0,13.0,S,NoCabin,Misc.,42.0
0,2,male,0,0,12.525,S,NoCabin,Misc.,51.0
1,1,female,1,0,66.6,S,C,Mrs.,22.0
0,3,male,0,0,8.05,S,NoCabin,Mr.,55.5
0,3,male,0,2,14.5,S,NoCabin,Mr.,40.5
0,1,male,0,1,61.3792,C,NoCabin,Mr.,51.0
1,3,female,0,0,7.7333,Q,NoCabin,Miss.,16.0
0,3,male,0,0,8.05,S,NoCabin,Mr.,30.0
0,3,male,0,1,16.1,S,NoCabin,Mr.,44.0
1,2,female,0,0,15.75,S,NoCabin,Mrs.,40.0
0,3,male,0,0,7.775,S,NoCabin,Mr.,26.0
0,3,male,0,0,8.6625,S,NoCabin,Mr.,17.0
0,3,male,4,1,39.6875,S,NoCabin,Master.,1.0
1,3,male,0,2,20.525,S,NoCabin,Master.,9.0
0,3,female,1,4,27.9,S,NoCabin,Mrs.,45.0
0,3,male,0,0,56.4958,S,NoCabin,Mr.,28.0
0,1,male,0,0,33.5,S,B,Mr.,61.0
0,3,male,4,1,29.125,Q,NoCabin,Master.,4.0
1,3,female,1,1,11.1333,S,NoCabin,Miss.,1.0
0,3,male,0,0,7.925,S,NoCabin,Mr.,21.0
0,1,male,0,0,30.6958,C,A,Mr.,56.0
0,3,male,1,1,7.8542,S,NoCabin,Mr.,18.0
0,1,female,0,0,28.7125,C,C,Miss.,50.0
0,2,male,0,0,13.0,S,NoCabin,Mr.,30.0
0,3,male,0,0,0.0,S,NoCabin,Mr.,36.0
0,3,male,4,2,31.3875,S,NoCabin,Master.,9.0
1,2,male,2,1,39.0,S,F,Master.,1.0
1,3,female,0,2,22.025,S,NoCabin,Miss.,4.0
1,1,male,0,0,26.55,S,NoCabin,Mr.,45.0
0,3,male,1,1,15.5,Q,NoCabin,Mr.,40.0
0,3,male,0,0,7.8958,S,NoCabin,Mr.,36.0
1,2,female,0,0,13.0,S,NoCabin,Mrs.,32.0
0,2,male,0,0,13.0,S,NoCabin,Mr.,19.0
1,3,female,1,0,7.8542,S,NoCabin,Miss.,19.0
1,2,male,1,1,26.0,S,F,Master.,3.0
1,1,female,0,0,27.7208,C,B,Mrs.,44.0
1,1,female,0,0,146.5208,C,B,Miss.,58.0
0,3,male,0,1,8.4042,S,NoCabin,Mr.,42.0
0,2,female,0,0,13.0,S,NoCabin,Miss.,24.0
0,3,male,0,0,9.5,S,NoCabin,Mr.,28.0
0,3,male,0,0,6.4958,S,NoCabin,Mr.,34.0
0,3,male,0,0,7.225,C,NoCabin,Mr.,45.5
1,3,male,0,0,8.05,S,NoCabin,Mr.,18.0
0,3,female,0,1,10.4625,S,G,Miss.,2.0
0,3,male,1,0,15.85,S,NoCabin,Mr.,32.0
1,3,male,0,0,18.7875,C,NoCabin,Mr.,26.0
1,3,female,0,0,7.75,Q,NoCabin,Miss.,16.0
1,1,male,0,0,31.0,C,A,Mr.,40.0
0,3,male,0,0,7.05,S,NoCabin,Mr.,24.0
1,2,female,0,0,21.0,S,NoCabin,Miss.,35.0
0,3,male,0,0,7.25,S,NoCabin,Mr.,22.0
0,2,male,0,0,13.0,S,NoCabin,Mr.,30.0
1,1,female,1,0,113.275,C,D,Miss.,31.0
1,3,female,0,0,7.925,S,NoCabin,Miss.,27.0
0,2,male,1,0,27.0,S,NoCabin,Mr.,42.0
1,1,female,0,0,76.2917,C,D,Miss.,32.0
0,2,male,0,0,10.5,S,NoCabin,Mr.,30.0
1,3,male,0,0,8.05,S,NoCabin,Mr.,16.0
0,2,male,0,0,13.0,S,NoCabin,Mr.,27.0
0,3,male,0,0,8.05,S,NoCabin,Mr.,51.0
1,1,male,1,0,90.0,S,C,Mr.,38.0
0,3,male,0,0,9.35,S,NoCabin,Mr.,22.0
1,2,male,0,0,10.5,S,NoCabin,Mr.,19.0
0,3,male,0,0,7.25,S,NoCabin,Mr.,20.5
0,2,male,0,0,13.0,S,NoCabin,Mr.,18.0
1,1,female,1,0,83.475,S,C,Mrs.,35.0
0,3,male,0,0,7.775,S,NoCabin,Mr.,29.0
0,2,male,0,0,13.5,S,NoCabin,Mr.,59.0
1,3,female,4,2,31.3875,S,NoCabin,Miss.,5.0
0,2,male,0,0,10.5,S,NoCabin,Mr.,24.0
0,2,male,1,0,26.0,S,NoCabin,Mr.,44.0
1,2,female,0,2,26.25,S,NoCabin,Miss.,8.0
0,2,male,0,0,10.5,S,NoCabin,Mr.,19.0
0,2,male,0,0,12.275,S,NoCabin,Mr.,33.0
0,2,male,0,0,10.5,S,NoCabin,Mr.,29.0
0,3,male,0,0,7.125,S,NoCabin,Mr.,22.0
0,3,male,0,0,7.225,C,NoCabin,Mr.,30.0
0,1,male,2,0,90.0,Q,C,Misc.,44.0
0,3,female,0,0,7.775,S,NoCabin,Miss.,25.0
1,2,female,0,2,14.5,S,NoCabin,Mrs.,24.0
1,1,male,1,1,52.5542,S,D,Mr.,37.0
0,2,male,1,0,26.0,S,NoCabin,Misc.,54.0
0,3,female,1,1,10.4625,S,G,Mrs.,29.0
0,1,male,0,0,26.55,S,C,Mr.,62.0
0,3,male,1,0,16.1,S,NoCabin,Mr.,30.0
0,3,female,0,2,20.2125,S,NoCabin,Mrs.,41.0
1,3,female,0,2,15.2458,C,NoCabin,Mrs.,29.0
1,1,female,0,0,86.5,S,B,Miss.,30.0
1,1,female,0,0,512.3292,C,NoCabin,Miss.,35.0
1,2,female,0,1,26.0,S,NoCabin,Mrs.,50.0
1,3,male,4,2,31.3875,S,NoCabin,Master.,3.0
0,1,male,1,1,79.65,S,E,Mr.,52.0
0,1,male,0,0,0.0,S,B,Mr.,40.0
0,2,male,0,0,10.5,S,NoCabin,Mr.,36.0
0,3,male,4,1,39.6875,S,NoCabin,Mr.,16.0
1,3,male,1,0,7.775,S,NoCabin,Mr.,25.0
1,1,female,0,1,153.4625,S,C,Mrs.,58.0
1,1,female,0,0,135.6333,S,C,Miss.,35.0
1,3,male,0,0,0.0,S,NoCabin,Mr.,25.0
1,2,female,0,1,19.5,S,NoCabin,Mrs.,41.0
0,1,male,0,1,29.7,C,C,Mr.,37.0
1,1,female,1,0,77.9583,S,D,Miss.,63.0
0,3,female,0,0,7.75,S,NoCabin,Miss.,45.0
0,3,male,4,1,29.125,Q,NoCabin,Master.,7.0
1,3,female,1,1,20.25,S,NoCabin,Mrs.,35.0
0,3,male,0,0,7.75,Q,NoCabin,Mr.,65.0
0,3,male,0,0,7.8542,S,NoCabin,Mr.,28.0
0,3,male,0,0,9.5,S,NoCabin,Mr.,16.0
1,3,male,0,0,8.05,S,NoCabin,Mr.,19.0
0,3,male,0,0,8.6625,C,NoCabin,Mr.,33.0
1,3,male,0,0,9.5,S,NoCabin,Mr.,30.0
0,3,male,0,0,7.8958,S,NoCabin,Mr.,22.0
1,2,male,0,0,13.0,S,NoCabin,Mr.,42.0
1,3,female,0,0,7.75,Q,NoCabin,Miss.,22.0
1,1,female,0,0,78.85,S,NoCabin,Miss.,26.0
1,1,female,1,0,91.0792,C,B,Mrs.,19.0
0,2,male,0,0,12.875,C,D,Mr.,36.0
0,3,female,0,0,8.85,S,NoCabin,Miss.,24.0
0,3,male,0,0,7.8958,S,NoCabin,Mr.,24.0
0,3,male,0,0,7.2292,C,NoCabin,Mr.,23.5
0,1,female,1,2,151.55,S,C,Miss.,2.0
1,1,female,0,1,247.5208,C,B,Mrs.,50.0
0,3,male,0,0,0.0,S,NoCabin,Mr.,19.0
1,1,male,1,2,151.55,S,C,Master.,0.92
1,1,female,1,0,108.9,C,C,Mrs.,17.0
0,2,male,1,0,24.0,C,NoCabin,Mr.,30.0
1,1,female,0,0,56.9292,C,E,Miss.,30.0
1,1,female,0,0,83.1583,C,C,Miss.,24.0
1,1,female,2,2,262.375,C,B,Miss.,18.0
0,2,female,1,1,26.0,S,NoCabin,Mrs.,26.0
0,3,male,0,0,7.8958,S,NoCabin,Mr.,28.0
0,2,male,1,1,26.25,S,NoCabin,Mr.,43.0
1,3,female,0,0,7.8542,S,NoCabin,Miss.,26.0
1,2,female,1,0,26.0,S,NoCabin,Mrs.,24.0
0,2,male,0,0,14.0,S,NoCabin,Misc.,54.0
1,1,female,0,2,164.8667,S,C,Miss.,31.0
1,1,female,1,1,134.5,C,E,Mrs.,40.0
0,3,male,0,0,7.25,S,NoCabin,Mr.,22.0
0,3,male,0,0,7.8958,S,NoCabin,Mr.,27.0
1,2,female,0,0,12.35,Q,NoCabin,Miss.,30.0
1,2,female,1,1,29.0,S,NoCabin,Mrs.,22.0
1,1,female,0,0,135.6333,C,C,Miss.,36.0
0,3,male,0,0,6.2375,S,NoCabin,Mr.,61.0
1,2,female,0,0,13.0,S,D,Mrs.,36.0
1,3,female,1,1,20.525,S,NoCabin,Mrs.,31.0
1,1,female,0,1,57.9792,C,B,Miss.,16.0
0,1,male,0,0,28.5,S,C,Mr.,45.5
0,1,male,0,1,153.4625,S,C,Mr.,38.0
0,3,male,2,0,18.0,S,NoCabin,Mr.,16.0
0,1,male,1,0,66.6,S,C,Mr.,29.0
1,1,female,0,0,134.5,C,E,Miss.,41.0
1,3,male,0,0,8.05,S,NoCabin,Mr.,45.0
0,1,male,0,0,35.5,S,T,Mr.,45.0
1,2,male,1,1,26.0,S,F,Master.,2.0
1,1,female,3,2,263.0,S,C,Miss.,24.0
0,2,male,0,0,13.0,S,NoCabin,Mr.,28.0
0,2,male,0,0,13.0,S,NoCabin,Mr.,25.0
0,2,male,0,0,13.0,S,NoCabin,Mr.,36.0
1,2,female,0,0,13.0,S,F,Miss.,24.0
1,2,female,0,0,13.0,S,NoCabin,Miss.,40.0
1,3,male,1,1,15.9,S,NoCabin,Master.,3.0
0,3,male,0,0,8.6625,S,NoCabin,Mr.,42.0
0,3,male,0,0,9.225,S,NoCabin,Mr.,23.0
0,3,male,1,1,7.2292,C,NoCabin,Mr.,15.0
0,3,male,1,0,17.8,S,NoCabin,Mr.,25.0
0,3,male,0,0,9.5,S,NoCabin,Mr.,28.0
1,1,female,0,1,55.0,S,E,Miss.,22.0
0,2,female,0,0,13.0,S,NoCabin,Miss.,38.0
0,3,male,1,4,27.9,S,NoCabin,Mr.,40.0
0,2,male,1,0,27.7208,C,NoCabin,Mr.,29.0
0,3,female,0,1,14.4542,C,NoCabin,Mrs.,45.0
0,3,male,0,0,7.05,S,NoCabin,Mr.,35.0
0,3,male,0,0,7.25,S,NoCabin,Mr.,30.0
1,1,female,1,0,75.25,C,D,Mrs.,60.0
1,1,female,0,0,69.3,C,B,Misc.,24.0
1,1,male,1,0,55.4417,C,E,Mr.,25.0
0,3,male,1,0,6.4958,S,NoCabin,Mr.,18.0
0,3,male,0,0,8.05,S,NoCabin,Mr.,19.0
0,1,male,0,0,135.6333,C,NoCabin,Mr.,22.0
0,3,female,3,1,21.075,S,NoCabin,Miss.,3.0
1,3,female,0,0,7.25,S,NoCabin,Miss.,22.0
0,1,male,0,2,211.5,C,C,Mr.,27.0
0,3,male,0,0,4.0125,C,NoCabin,Mr.,20.0
0,3,male,0,0,7.775,S,NoCabin,Mr.,19.0
1,1,female,0,0,227.525,C,NoCabin,Miss.,42.0
1,3,female,0,2,15.7417,C,NoCabin,Miss.,1.0
0,3,male,0,0,7.925,S,NoCabin,Mr.,32.0
1,1,female,1,0,52.0,S,NoCabin,Mrs.,35.0
0,2,male,0,0,73.5,S,NoCabin,Mr.,18.0
0,3,male,5,2,46.9,S,NoCabin,Master.,1.0
1,2,female,0,0,13.0,S,NoCabin,Miss.,36.0
1,2,female,0,0,12.0,C,NoCabin,Miss.,17.0
1,1,male,1,2,120.0,S,B,Mr.,36.0
1,3,male,0,0,7.7958,S,NoCabin,Mr.,21.0
0,3,male,2,0,7.925,S,NoCabin,Mr.,28.0
1,1,female,1,0,113.275,C,D,Miss.,23.0
